,majorGroup,scientificName,kingdomName,image_inaturalist,licence,assessmentId,internalTaxonId,phylumName,orderName,className,familyName,genusName,speciesName,authority,redlistCategory,populationTrend,scopes
1393,Crustaceans,Gammarus pecos,ANIMALIA,https://www.inaturalist.org/photos/4652383,"(c) Andrew Cannizzaro, some rights reserved (CC BY)",12937683,8904,ARTHROPODA,AMPHIPODA,MALACOSTRACA,GAMMARIDAE,Gammarus,pecos,"Cole &amp; Bousfield, 1970",Vulnerable,,Global
1394,Crustaceans,Neocaridina palmata,ANIMALIA,https://www.inaturalist.org/photos/61072253,"(c) Tse Chung Yi, some rights reserved (CC BY-NC)",19013900,198273,ARTHROPODA,DECAPODA,MALACOSTRACA,ATYIDAE,Neocaridina,palmata," Cai, 1996",Least Concern,Stable,Global
1395,Crustaceans,Seychellum alluaudi,ANIMALIA,https://www.inaturalist.org/photos/108104664,"(c) ed_shaw, some rights reserved (CC BY-NC)",58513166,58511956,ARTHROPODA,DECAPODA,MALACOSTRACA,POTAMONAUTIDAE,Seychellum,alluaudi,"(A. Milne-Edwards &amp; Bouvier, 1893)",Vulnerable,Unknown,Global
1396,Crustaceans,Hydrothelphusa madagascariensis,ANIMALIA,https://www.inaturalist.org/photos/57364391,"(c) Sheelagh Halsey, some rights reserved (CC BY-NC)",87565253,134480,ARTHROPODA,DECAPODA,MALACOSTRACA,POTAMONAUTIDAE,Hydrothelphusa,madagascariensis,"A. Milne-Edwards, 1887",Least Concern,Stable,Global
1397,Crustaceans,Pontastacus pachypus,ANIMALIA,https://www.inaturalist.org/photos/59626583,"(c) Maxim Nuraliev, some rights reserved (CC BY-NC)",120106844,153702,ARTHROPODA,DECAPODA,MALACOSTRACA,ASTACIDAE,Pontastacus,pachypus,"(Rathke, 1837)",Data Deficient,Unknown,Global
1398,Crustaceans,Atyoida serrata,ANIMALIA,https://www.inaturalist.org/photos/154885015,"(c) Guillaume Dupuy, some rights reserved (CC BY-NC)",147791980,197942,ARTHROPODA,DECAPODA,MALACOSTRACA,ATYIDAE,Atyoida,serrata,"(Spence Bate, 1888)",Least Concern,Unknown,Global
1399,Crustaceans,Cambarellus shufeldtii,ANIMALIA,https://www.inaturalist.org/photos/53939299,"(c) Dan Johnson, some rights reserved (CC BY)",4575793,154008,ARTHROPODA,DECAPODA,MALACOSTRACA,CAMBARIDAE,Cambarellus,shufeldtii,"(Faxon, 1884)",Least Concern,Unknown,Global
1400,Crustaceans,Enoplometopus occidentalis,ANIMALIA,https://www.inaturalist.org/photos/14118285,"(c) David R, some rights reserved (CC BY-NC)",8343647,185060,ARTHROPODA,DECAPODA,MALACOSTRACA,ENOPLOMETOPIDAE,Enoplometopus,occidentalis,"(Randall, 1840)",Least Concern,Unknown,Global
1401,Other Invertebrates,Bohadschia subrubra,ANIMALIA,https://www.inaturalist.org/photos/5507431,"(c) FranÁois Michonneau, some rights reserved (CC BY)",1641013,180511,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Bohadschia,subrubra,"(Quoy &amp; Gaimard, 1833)",Data Deficient,Stable,Global
1402,Other Invertebrates,Parastichopus tremulus,ANIMALIA,https://www.inaturalist.org/photos/25882926,"(c) Bernard Picton, some rights reserved (CC BY)",1602187,180223,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Parastichopus,tremulus,"(Gunnerus, 1767)",Data Deficient,Unknown,Global
1403,Other Invertebrates,Holothuria flavomaculata,ANIMALIA,https://www.inaturalist.org/photos/115678213,"(c) smithsonian_marinegeo, some rights reserved (CC BY-NC-SA)",1636385,180483,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Holothuria,flavomaculata,"Semper, 1868",Least Concern,Unknown,Global
1404,Other Invertebrates,Stichopus vastus,ANIMALIA,https://www.inaturalist.org/photos/101302386,"(c) sea-kangaroo, some rights reserved (CC BY-NC-ND)",1645977,180545,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Stichopus,vastus,"Sluiter, 1888",Least Concern,Unknown,Global
1405,Other Invertebrates,Pearsonothuria graeffei,ANIMALIA,https://www.inaturalist.org/photos/210675961,"(c) Cleopatra Browne, some rights reserved (CC BY-NC)",1605468,180248,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Pearsonothuria,graeffei,"(Semper, 1868)",Least Concern,Unknown,Global
1406,Other Invertebrates,Actinopyga lecanora,ANIMALIA,https://www.inaturalist.org/photos/177980881,"(c) budak, some rights reserved (CC BY-NC)",1608301,180266,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Actinopyga,lecanora,"(Jaeger, 1833)",Data Deficient,Unknown,Global
1407,Other Invertebrates,Thelenota anax,ANIMALIA,https://www.inaturalist.org/photos/174922611,"(c) surfelife, some rights reserved (CC BY-NC)",1615023,180324,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Thelenota,anax,"H. L. Clark, 1921",Data Deficient,Unknown,Global
1408,Other Invertebrates,Paelopatides confundens,ANIMALIA,https://www.inaturalist.org/photos/11252259,"(c) Jackson W.F. Chu, some rights reserved (CC BY-NC-SA)",1615261,180325,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,SYNALLACTIDAE,Paelopatides,confundens,"Th√©el, 1886",Data Deficient,Unknown,Global
1409,Other Invertebrates,Australostichopus mollis,ANIMALIA,https://www.inaturalist.org/photos/243619917,"(c) lcolmer, some rights reserved (CC BY-NC)",1616401,180332,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Australostichopus,mollis,Hutton 1872,Least Concern,Unknown,Global
1410,Other Invertebrates,Apostichopus japonicus,ANIMALIA,https://www.inaturalist.org/photos/36932036,"(c) kuroshio, some rights reserved (CC BY-NC)",1629389,180424,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Apostichopus,japonicus,"(Selenka, 1867)",Endangered,Decreasing,Global
1411,Other Invertebrates,Isostichopus badionotus,ANIMALIA,https://www.inaturalist.org/photos/239076160,"(c) Sylvain Le Bris, some rights reserved (CC BY-NC)",102420305,180519,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Isostichopus,badionotus,"(Selenka, 1867)",Least Concern,Unknown,Global
1412,Other Invertebrates,Labidodemas semperianum,ANIMALIA,https://www.inaturalist.org/photos/112601107,"(c) Anne Hoggett, some rights reserved (CC BY-NC)",1635863,180479,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Labidodemas,semperianum,"Selenka, 1867",Least Concern,Unknown,Global
1413,Other Invertebrates,Sason sechellanum,ANIMALIA,https://www.inaturalist.org/photos/23327171,"(c) Bruno Senterre, some rights reserved (CC BY-NC)",2442709,196120,ARTHROPODA,ARANEAE,ARACHNIDA,BARYCHELIDAE,Sason,sechellanum,"Simon, 1898",Endangered,Unknown,Global
1414,Other Invertebrates,Hasarius adansoni,ANIMALIA,https://www.inaturalist.org/photos/206215809,"(c) Narong Thepphibalsathit, some rights reserved (CC BY-NC)",2443143,196248,ARTHROPODA,ARANEAE,ARACHNIDA,SALTICIDAE,Hasarius,adansoni,"(Audouin, 1826)",Least Concern,Stable,Global
1415,Other Invertebrates,Damastes validus,ANIMALIA,https://www.inaturalist.org/photos/30196593,"(c) Paolo Mazzei, some rights reserved (CC BY-NC)",2443269,196282,ARTHROPODA,ARANEAE,ARACHNIDA,SPARASSIDAE,Damastes,validus,"(Blackwall, 1877)",Least Concern,Stable,Global
1416,Other Invertebrates,Mesida thorelli,ANIMALIA,https://www.inaturalist.org/photos/99613442,"(c) Guillaume Dupuy, some rights reserved (CC BY-NC)",2458693,196461,ARTHROPODA,ARANEAE,ARACHNIDA,TETRAGNATHIDAE,Mesida,thorelli,"(Blackwall, 1877)",Vulnerable,Unknown,Global
1417,Other Invertebrates,Charinus seychellarum,ANIMALIA,https://www.inaturalist.org/photos/39995536,"(c) Bruno Senterre, some rights reserved (CC BY-NC)",2458903,196517,ARTHROPODA,AMBLYPYGI,ARACHNIDA,CHARINIDAE,Charinus,seychellarum,"Kraepelin, 1898",Vulnerable,Unknown,Global
1418,Other Invertebrates,Phrynichus scaber,ANIMALIA,https://www.inaturalist.org/photos/72731159,"(c) Sophie Morel, some rights reserved (CC BY-NC)",2458910,196520,ARTHROPODA,AMBLYPYGI,ARACHNIDA,PHRYNICHIDAE,Phrynichus,scaber,"(Gervais, 1844)",Vulnerable,Unknown,Global
1419,Other Invertebrates,Sechelleptus seychellarum,ANIMALIA,https://www.inaturalist.org/photos/30196705,"(c) Paolo Mazzei, some rights reserved (CC BY-NC)",2706807,201481,ARTHROPODA,SPIROSTREPTIDA,DIPLOPODA,SPIROSTREPTIDAE,Sechelleptus,seychellarum,"(Desjardins, 1834)",Endangered,Decreasing,Global
1420,Other Invertebrates,Macrothele cretica,ANIMALIA,https://www.inaturalist.org/photos/110282019,"(c) fotis-samaritakis, some rights reserved (CC BY-NC)",3368483,12649,ARTHROPODA,ARANEAE,ARACHNIDA,MACROTHELIDAE,Macrothele,cretica,"Kulczynski, 1903",Data Deficient,,Global
1421,Other Invertebrates,Meta dolloff,ANIMALIA,https://www.inaturalist.org/photos/134882564,"(c) Christian Schwarz, some rights reserved (CC BY-NC)",3431647,13255,ARTHROPODA,ARANEAE,ARACHNIDA,TETRAGNATHIDAE,Meta,dolloff,"Levi, 1980",Vulnerable,,Global
1422,Other Invertebrates,Opisthopatus roseus,ANIMALIA,https://www.inaturalist.org/photos/15504966,"(c) Dai Herbert, some rights reserved (CC BY-NC)",4559335,15389,ONYCHOPHORA,EUONYCHOPHORA,UDEONYCHOPHORA,PERIPATOPSIDAE,Opisthopatus,roseus,"Lawrence, 1947",Critically Endangered,Unknown,Global
1423,Other Invertebrates,Peripatoides indigo,ANIMALIA,https://www.inaturalist.org/photos/79386934,"(c) strewick, some rights reserved (CC BY)",6184894,16616,ONYCHOPHORA,EUONYCHOPHORA,UDEONYCHOPHORA,PERIPATOPSIDAE,Peripatoides,indigo,"Ruhberg, 198",Vulnerable,,Global
1424,Other Invertebrates,Peripatopsis alba,ANIMALIA,https://www.inaturalist.org/photos/15279971,"(c) Alex Rebelo, some rights reserved (CC BY-NC)",6187751,16618,ONYCHOPHORA,EUONYCHOPHORA,UDEONYCHOPHORA,PERIPATOPSIDAE,Peripatopsis,alba,"Lawrence, 1931",Vulnerable,Unknown,Global
1425,Other Invertebrates,Sosippus placidus,ANIMALIA,https://www.inaturalist.org/photos/229030476,"(c) Daniel Roueche, some rights reserved (CC BY-NC)",9196826,20421,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Sosippus,placidus,"Brady, 1972",Vulnerable,,Global
1426,Other Invertebrates,Spelungula cavernicola,ANIMALIA,https://www.inaturalist.org/photos/119069454,"(c) Andrew Townsend, some rights reserved (CC BY-NC)",9202527,20463,ARTHROPODA,ARANEAE,ARACHNIDA,GRADUNGULIDAE,Spelungula,cavernicola,"Forster, 1987",Data Deficient,,Global
1427,Other Invertebrates,Tachypleus gigas,ANIMALIA,https://www.inaturalist.org/photos/175031449,"(c) Gavin, some rights reserved (CC BY-NC)",9266907,21308,ARTHROPODA,XIPHOSURA,MEROSTOMATA,LIMULIDAE,Tachypleus,gigas,"(M√ºller, 1785)",Data Deficient,,Global
1428,Other Invertebrates,Carcinoscorpius rotundicauda,ANIMALIA,https://www.inaturalist.org/photos/10306930,"(c) Francesco Ricciardi, some rights reserved (CC BY-NC)",10123044,3856,ARTHROPODA,XIPHOSURA,MEROSTOMATA,LIMULIDAE,Carcinoscorpius,rotundicauda,"(Latreille, 1802)",Data Deficient,,Global
1429,Other Invertebrates,Poecilotheria hanumavilasumica,ANIMALIA,https://www.inaturalist.org/photos/117564561,"(c) Sanjaya Kanishka, some rights reserved (CC BY-NC)",12681695,63562,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Poecilotheria,hanumavilasumica,"Smith &amp; Carpenter, 2004",Critically Endangered,Decreasing,Global
1430,Other Invertebrates,Chilobrachys fimbriatus,ANIMALIA,https://www.inaturalist.org/photos/46046195,"(c) Amila P Sumanapala, some rights reserved (CC BY-NC)",12690969,63558,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Chilobrachys,fimbriatus,"Pocock, 1899",Least Concern,Decreasing,Global
1431,Other Invertebrates,Thrigmopoeus truculentus,ANIMALIA,https://www.inaturalist.org/photos/91371854,"(c) Jayant M Deshpande, some rights reserved (CC BY-NC)",12705887,63673,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Thrigmopoeus,truculentus,"Pocock, 1899",Near Threatened,Decreasing,Global
1432,Other Invertebrates,Dolomedes plantarius,ANIMALIA,https://www.inaturalist.org/photos/82143229,"(c) James Kennerley, some rights reserved (CC BY-NC)",12806270,6790,ARTHROPODA,ARANEAE,ARACHNIDA,PISAURIDAE,Dolomedes,plantarius,"(Clerck, 1757)",Vulnerable,,Global
1433,Other Invertebrates,Echinus esculentus,ANIMALIA,https://www.inaturalist.org/photos/82877386,"(c) Emil B, some rights reserved (CC BY-NC)",12821364,7011,ECHINODERMATA,CAMARODONTA,ECHINOIDEA,ECHINIDAE,Echinus,esculentus,"Linnaeus, 1758",Lower Risk/near threatened,,Global
1434,Other Invertebrates,Grammostola vachoni,ANIMALIA,https://www.inaturalist.org/photos/227028343,"(c) juanh, some rights reserved (CC BY-NC)",18217711,18217620,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Grammostola,vachoni,"Schiapelli &amp; Gerschman, 1961",Vulnerable,Decreasing,Global
1435,Other Invertebrates,Synallactes challengeri,ANIMALIA,https://www.inaturalist.org/photos/112366080,"(c) Neil McDaniel, some rights reserved (CC BY-NC)",19746762,19743170,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,SYNALLACTIDAE,Synallactes,challengeri,"(Th√©el, 1886)",Least Concern,Unknown,Global
1436,Other Invertebrates,Hirudo medicinalis,ANIMALIA,https://www.inaturalist.org/photos/58921718,"(c) mgreilhuber, some rights reserved (CC BY-NC)",21415816,10190,ANNELIDA,ARHYNCHOBDELLIDA,CLITELLATA,HIRUDINIDAE,Hirudo,medicinalis,"Linnaeus, 1758",Near Threatened,Unknown,Global
1437,Other Invertebrates,Driloleirus macelfreshi,ANIMALIA,https://www.inaturalist.org/photos/7610329,"(c) elissaann07, some rights reserved (CC BY-NC)",21416138,6829,ANNELIDA,MEGADRILACEAE,CLITELLATA,MEGASCOLECIDAE,Driloleirus,macelfreshi,"(Smith, 1937)",Endangered,Unknown,Global
1438,Other Invertebrates,Megascolides australis,ANIMALIA,https://www.inaturalist.org/photos/190301070,"(c) Reiner Richter, some rights reserved (CC BY-NC-SA)",21416160,13008,ANNELIDA,MEGADRILACEAE,CLITELLATA,MEGASCOLECIDAE,Megascolides,australis,"McCoy, 1878",Endangered,Unknown,Global
1439,Other Invertebrates,Hogna schmitzi,ANIMALIA,https://www.inaturalist.org/photos/102618929,"(c) underm01, some rights reserved (CC BY-NC)",58061027,58048645,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Hogna,schmitzi,"Wunderlich, 1992",Least Concern,Stable,Global
1440,Other Invertebrates,Pardosa acorensis,ANIMALIA,https://www.inaturalist.org/photos/51244354,"(c) marcdomenech, some rights reserved (CC BY-NC)",58061032,58048677,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Pardosa,acorensis,"Simon, 1883",Least Concern,Stable,Global
1441,Other Invertebrates,Pisaura acoreensis,ANIMALIA,https://www.inaturalist.org/photos/222793880,"(c) mtfoliveira, some rights reserved (CC BY-NC)",58061217,58051475,ARTHROPODA,ARANEAE,ARACHNIDA,PISAURIDAE,Pisaura,acoreensis,"Wunderlich, 1992",Near Threatened,Decreasing,Global
1442,Other Invertebrates,Misumena nigromaculata,ANIMALIA,https://www.inaturalist.org/photos/56972622,"(c) A Emmerson, some rights reserved (CC BY-NC)",58061347,58053406,ARTHROPODA,ARANEAE,ARACHNIDA,THOMISIDAE,Misumena,nigromaculata,"Denis, 1963",Data Deficient,Unknown,Global
1443,Other Invertebrates,Turinyphia cavernicola,ANIMALIA,https://www.inaturalist.org/photos/190005222,"(c) Paulo Alexandre Vieira Borges, some rights reserved (CC BY-NC)",58081428,58080969,ARTHROPODA,ARANEAE,ARACHNIDA,LINYPHIIDAE,Turinyphia,cavernicola,"Wunderlich, 2008",Endangered,Decreasing,Global
1444,Other Invertebrates,Zoosphaerium arborealis,ANIMALIA,https://www.inaturalist.org/photos/1298370,"(c) seasav, some rights reserved (CC BY-NC-ND)",65527850,65524357,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Zoosphaerium,arborealis,"Wesener &amp; Sierwald, 2005",Endangered,Decreasing,Global
1445,Other Invertebrates,Limulus polyphemus,ANIMALIA,https://www.inaturalist.org/photos/242598966,"(c) JeffreyGammon, some rights reserved (CC BY-NC)",80159830,11987,ARTHROPODA,XIPHOSURA,MEROSTOMATA,LIMULIDAE,Limulus,polyphemus,"(Linnaeus, 1758)",Vulnerable,Decreasing,Global
1446,Other Invertebrates,Nephilingis borbonica,ANIMALIA,https://www.inaturalist.org/photos/48712192,"(c) Jean-Philippe BASUYAUX, some rights reserved (CC BY-NC)",80274288,80274227,ARTHROPODA,ARANEAE,ARACHNIDA,ARANEIDAE,Nephilingis,borbonica,"(Vinson, 1863)",Endangered,Unknown,Global
1447,Other Invertebrates,Aphistogoniulus sanguineus,ANIMALIA,https://www.inaturalist.org/photos/109091151,"(c) grcefce, some rights reserved (CC BY-NC)",80374466,80374454,ARTHROPODA,SPIROBOLIDA,DIPLOPODA,PACHYBOLIDAE,Aphistogoniulus,sanguineus,"Wesener, 2009",Endangered,Decreasing,Global
1448,Other Invertebrates,Herennia tone,ANIMALIA,https://www.inaturalist.org/photos/66894559,"(c) Forest Jarvis, some rights reserved (CC BY-NC)",89263724,78594316,ARTHROPODA,ARANEAE,ARACHNIDA,ARANEIDAE,Herennia,tone,"Kuntner, 2005",Data Deficient,Unknown,Global
1449,Other Invertebrates,Nephilengys malabarensis,ANIMALIA,https://www.inaturalist.org/photos/210221037,"(c) Albert Kang, some rights reserved (CC BY-NC)",89263729,78594404,ARTHROPODA,ARANEAE,ARACHNIDA,ARANEIDAE,Nephilengys,malabarensis,"(Walckenaer, 1842)",Least Concern,Unknown,Global
1450,Other Invertebrates,Nephila pilipes,ANIMALIA,https://www.inaturalist.org/photos/243891668,"(c) Kaushik Khandode, some rights reserved (CC BY-NC)",89292903,89292557,ARTHROPODA,ARANEAE,ARACHNIDA,ARANEIDAE,Nephila,pilipes,"(Fabricius, 1793)",Least Concern,Stable,Global
1451,Other Invertebrates,Trichonephila fenestrata,ANIMALIA,https://www.inaturalist.org/photos/196744205,"(c) natuurliefhebber, some rights reserved (CC BY-NC)",89292893,89292365,ARTHROPODA,ARANEAE,ARACHNIDA,ARANEIDAE,Trichonephila,fenestrata,"(Thorell, 1859)",Least Concern,Stable,Global
1452,Other Invertebrates,Vesubia jugorum,ANIMALIA,https://www.inaturalist.org/photos/42813519,"(c) mik1975, some rights reserved (CC BY-NC)",98700319,98700253,ARTHROPODA,ARANEAE,ARACHNIDA,LYCOSIDAE,Vesubia,jugorum,"(Simon, 1881)",Endangered,Decreasing,Global
1453,Other Invertebrates,Cyclocosmia torreya,ANIMALIA,https://www.inaturalist.org/photos/242101426,"(c) Brent E. Hendrixson, some rights reserved (CC BY-NC)",12230159,6008,ARTHROPODA,ARANEAE,ARACHNIDA,CTENIZIDAE,Cyclocosmia,torreya,"Gertsch &amp; Platnick, 1975",Data Deficient,,Global
1454,Other Invertebrates,Astichopus multifidus,ANIMALIA,https://www.inaturalist.org/photos/35229976,"(c) marique, some rights reserved (CC BY)",102417783,180493,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Astichopus,multifidus,"(Sluiter, 1910)",Least Concern,Unknown,Global
1455,Other Invertebrates,Eostichopus arnesoni,ANIMALIA,https://www.inaturalist.org/photos/59019993,"(c) craigjhowe, some rights reserved (CC BY-NC-ND)",102418438,180225,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Eostichopus,arnesoni,"Cutress &amp; Miller, 1982",Data Deficient,Unknown,Global
1456,Other Invertebrates,Doratogonus annulipes,ANIMALIA,https://www.inaturalist.org/photos/15224460,"(c) roy_marlow, some rights reserved (CC BY-NC)",103876471,59676,ARTHROPODA,SPIROSTREPTIDA,DIPLOPODA,SPIROSTREPTIDAE,Doratogonus,annulipes,"Carl, 1917",Least Concern,Unknown,Global
1457,Other Invertebrates,Archispirostreptus gigas,ANIMALIA,https://www.inaturalist.org/photos/15817398,"(c) Joseph Heymans, some rights reserved (CC BY-NC-ND)",103877116,103866629,ARTHROPODA,SPIROSTREPTIDA,DIPLOPODA,SPIROSTREPTIDAE,Archispirostreptus,gigas,"(Peters, 1855)",Least Concern,Unknown,Global
1458,Other Invertebrates,Spirostreptus heros,ANIMALIA,https://www.inaturalist.org/photos/15908768,"(c) Joseph Heymans, some rights reserved (CC BY-NC-ND)",103877206,103874335,ARTHROPODA,SPIROSTREPTIDA,DIPLOPODA,SPIROSTREPTIDAE,Spirostreptus,heros,"Porat, 1872",Least Concern,Unknown,Global
1459,Other Invertebrates,Colossobolus giganteus,ANIMALIA,https://www.inaturalist.org/photos/3166675,"(c) David Renoult, some rights reserved (CC BY-NC)",80378445,80378428,ARTHROPODA,SPIROBOLIDA,DIPLOPODA,PACHYBOLIDAE,Colossobolus,giganteus,"Wesener, 2009",Near Threatened,Unknown,Global
1460,Other Invertebrates,Aphistogoniulus corallipes,ANIMALIA,https://www.inaturalist.org/photos/57681908,"(c) michel candel, some rights reserved (CC BY-NC-SA)",80351443,80351408,ARTHROPODA,SPIROBOLIDA,DIPLOPODA,PACHYBOLIDAE,Aphistogoniulus,corallipes,"(de Saussure &amp; Zehntner, 1902)",Critically Endangered,Decreasing,Global
1461,Other Invertebrates,Parastichopus californicus,ANIMALIA,https://www.inaturalist.org/photos/133012415,"(c) Ian Guthrie, some rights reserved (CC BY-NC)",1630411,180436,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Parastichopus,californicus,"(Stimpson, 1857)",Least Concern,Stable,Global
1462,Other Invertebrates,Stichopus naso,ANIMALIA,https://www.inaturalist.org/photos/234063921,"(c) mayamegret, some rights reserved (CC BY-NC)",1635261,180476,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Stichopus,naso,"Semper, 1868",Least Concern,Unknown,Global
1463,Other Invertebrates,Isostichopus macroparentheses,ANIMALIA,https://www.inaturalist.org/photos/13656747,"(c) conabio_bancodeimagenes, some rights reserved (CC BY-NC-ND)",1613882,180313,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Isostichopus,macroparentheses,"(H. L .Clark, 1922)",Data Deficient,Unknown,Global
1464,Other Invertebrates,Actinopyga agassizi,ANIMALIA,https://www.inaturalist.org/photos/59019976,"(c) craigjhowe, some rights reserved (CC BY-NC-ND)",102415323,180353,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Actinopyga,agassizi,"(Selenka, 1867)",Least Concern,Unknown,Global
1465,Other Invertebrates,Actinopyga albonigra,ANIMALIA,https://www.inaturalist.org/photos/246454288,"(c) seacucumberguy, some rights reserved (CC BY-NC)",1624768,180390,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Actinopyga,albonigra,"Cherbonnier &amp; F√©ral, 1984",Data Deficient,,Global
1466,Other Invertebrates,Amynthas agrestis,ANIMALIA,https://www.inaturalist.org/photos/201679642,"(c) joescience1, some rights reserved (CC BY-NC)",118839097,118831686,ANNELIDA,MEGADRILACEAE,CLITELLATA,MEGASCOLECIDAE,Amynthas,agrestis,"(Goto &amp; Hatai, 1899)",Least Concern,Stable,Global
1467,Other Invertebrates,Aphonopelma pallidum,ANIMALIA,https://www.inaturalist.org/photos/2675899,"(c) Harald Alcaraz, some rights reserved (CC BY-NC)",148679253,66080948,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Aphonopelma,pallidum,"(Pickard-Cambridge, 1897)",Least Concern,Decreasing,Global
1468,Other Invertebrates,Brachypelma hamorii,ANIMALIA,https://www.inaturalist.org/photos/236773352,"(c) Al‰n‰ Atl, some rights reserved (CC BY-NC)",148726332,66081800,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Brachypelma,hamorii,"Tesmoingst, Cleton &amp; Verdez, 1997",Vulnerable,Decreasing,Global
1469,Other Invertebrates,Poecilotheria metallica,ANIMALIA,https://www.inaturalist.org/photos/65568901,"(c) William Foster, some rights reserved (CC BY-NC-ND)",12681959,63563,ARTHROPODA,ARANEAE,ARACHNIDA,THERAPHOSIDAE,Poecilotheria,metallica,"Pocock, 1899",Critically Endangered,Decreasing,Global
1470,Other Invertebrates,Sphaeromimus musicus,ANIMALIA,https://www.inaturalist.org/photos/28864024,"(c) Allan Hopkins, some rights reserved (CC BY-NC-ND)",177161559,65526510,ARTHROPODA,SPHAEROTHERIIDA,DIPLOPODA,ARTHROSPHAERIDAE,Sphaeromimus,musicus,"(Saussure &amp; Zehntner, 1897)",Least Concern,Decreasing,Global
1471,Other Invertebrates,Pycnopodia helianthoides,ANIMALIA,https://www.inaturalist.org/photos/241415814,"(c) Marco Mazza, some rights reserved (CC BY-NC)",197818455,178290276,ECHINODERMATA,FORCIPULATIDA,ASTEROIDEA,ASTERIIDAE,Pycnopodia,helianthoides,"(Brandt, 1835)",Critically Endangered,Decreasing,Global
1472,Other Invertebrates,Bohadschia vitiensis,ANIMALIA,https://www.inaturalist.org/photos/238272151,"(c) Albert Kang, some rights reserved (CC BY-NC)",1618704,180352,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Bohadschia,vitiensis,"(Semper, 1868)",Data Deficient,Decreasing,Global
1473,Other Invertebrates,Holothuria mammata,ANIMALIA,https://www.inaturalist.org/photos/165628239,"(c) Sylvain Le Bris, some rights reserved (CC BY-NC)",1641636,180514,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Holothuria,mammata,"Grube, 1840",Least Concern,Unknown,Global
1474,Other Invertebrates,Stichopus monotuberculatus,ANIMALIA,https://www.inaturalist.org/photos/175247730,"(c) Sylvain Le Bris, some rights reserved (CC BY-NC)",1620995,180367,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,STICHOPODIDAE,Stichopus,monotuberculatus,"(Quoy &amp; Gaimard, 1833)",Data Deficient,Unknown,Global
1475,Other Invertebrates,Actinopyga mauritiana,ANIMALIA,https://www.inaturalist.org/photos/4081431,"(c) Philippe Bourjon, some rights reserved (CC BY-SA)",1616879,180337,ECHINODERMATA,ASPIDOCHIROTIDA,HOLOTHUROIDEA,HOLOTHURIIDAE,Actinopyga,mauritiana,"(Quoy &amp; Gaimard, 1833)",Vulnerable,Decreasing,Global
